id,timestamp,source_ip,source_country,target_country,source_lat,source_lon,target_lat,target_lon,attack_type,severity,device_type
c131d5ef-ecb8-4168-8231-45c922de14ab,2026-03-04T12:48:28,143.16.145.129,Mexico,Israel,23.2206,-103.4533,32.4332,33.5932,Phishing,Medium,Server
06b4748b-758f-419f-90d2-c3e56edc22fd,2026-03-04T11:12:01,31.25.218.33,Israel,Ukraine,32.7111,32.9871,49.42,29.7753,SQL Injection,Critical,Router
eb367ca3-ff6b-44dc-bc22-a6abb181e0bf,2026-03-04T09:36:04,41.107.245.55,Nigeria,Israel,10.7197,8.5816,30.7057,35.2496,SQL Injection,Critical,Firewall
9862f3c7-a874-409e-bbe6-c8c09ac9977d,2026-03-04T08:19:21,194.1.176.249,Germany,France,51.481,11.3123,45.8021,2.1804,SQL Injection,High,Workstation
268f1f86-73db-4099-b314-844a4aebda3c,2026-03-04T02:20:17,31.179.122.137,Russia,Japan,60.6588,105.0966,37.323,137.0212,Zero Day,High,Workstation
b61a3b94-e0b1-41b8-a714-e4d6e2d798bf,2026-03-03T17:32:30,213.104.173.210,France,Mexico,44.3115,1.8099,23.0709,-102.5574,Ransomware,High,Database
48904b23-9ea7-412e-832b-a66c2ce909d8,2026-03-03T15:00:53,49.87.112.164,India,Indonesia,18.7218,78.2206,-1.2392,112.0003,DDoS,Medium,Server
58cc4934-65c1-41fd-be2e-405db4b950f5,2026-03-03T12:31:28,81.224.26.69,UK,Israel,54.0217,-4.9048,30.7331,34.2216,SQL Injection,High,Mobile
f91fa8b6-1518-4155-873d-a28e074c53fb,2026-03-03T07:22:10,36.158.224.14,China,France,36.9332,102.4083,47.5276,2.6776,Ransomware,Critical,Firewall
6b49c7d4-115b-405d-8346-659a289e5c95,2026-03-03T02:53:44,49.155.134.249,Indonesia,South Africa,0.936,113.2842,-31.8608,24.1672,Brute Force,Low,Firewall
263dd4aa-b64c-40a8-9b86-cdf24550de91,2026-03-02T21:51:53,1.5.204.201,South Korea,Argentina,35.391,126.0859,-36.5573,-64.9881,Brute Force,Medium,Router
72d02209-4516-4122-a2b1-bbc616ed364b,2026-03-02T20:13:05,41.189.212.182,South Africa,France,-28.8692,22.7038,46.1218,1.4695,Phishing,Medium,Router
7f351fa8-5ce7-4020-a572-7fc64821a8d6,2026-03-02T13:57:01,193.104.145.166,Germany,Russia,51.0167,12.2815,60.8598,104.2319,DDoS,Medium,Mobile
b512b3ae-626b-4686-af39-b4bbc75b0e69,2026-03-02T12:51:19,37.144.174.177,Netherlands,Germany,53.6277,3.3587,52.6195,11.4482,Phishing,High,Workstation
14a8d4cb-6b84-4733-9467-7e7c9111cf68,2026-03-02T08:00:38,41.52.63.61,South Africa,South Korea,-32.3402,20.9501,35.3645,127.2799,Phishing,High,Firewall
1fe322f6-3341-4d45-b06c-30b31d9028f4,2026-03-02T04:45:51,41.30.182.204,Nigeria,UK,8.041,7.4975,54.255,-2.8173,XSS,Medium,IoT Device
b41da9b8-4967-43e7-ae1e-1581a9f4db3e,2026-03-02T04:07:16,179.227.221.77,Argentina,USA,-37.9903,-62.5767,37.5913,-96.9483,Brute Force,Medium,IoT Device
a52e35cd-5385-42a1-b8f8-cf2d873b4237,2026-03-02T01:25:19,46.89.65.163,Iran,China,32.6013,53.3457,33.8819,104.2468,SQL Injection,Critical,Router
47284a1d-5bf0-41f2-9fcf-72856fb8e117,2026-03-01T23:45:33,31.5.151.27,Turkey,North Korea,39.4566,34.6102,40.9137,127.2545,DDoS,High,IoT Device
4d5a2cd1-3bf6-4194-9d46-c86751f03509,2026-03-01T19:33:28,5.193.224.83,Iran,Argentina,32.0167,55.0318,-39.8736,-61.6823,XSS,Low,Workstation
f7eee52d-335e-4cf4-9947-3908f17a00ba,2026-03-01T15:32:17,37.39.39.194,Netherlands,Mexico,53.9258,6.4705,24.7437,-102.8288,Phishing,Medium,Firewall
c042e8b4-2170-4297-b1bb-655c2db0cc62,2026-03-01T13:02:08,98.105.224.144,USA,South Korea,37.6432,-96.6293,35.7627,129.6818,XSS,Medium,Workstation
468cfb1a-ed0c-44e2-9bc2-a325854f03d9,2026-03-01T11:10:03,46.117.170.191,Russia,Saudi Arabia,61.2694,106.3951,23.4589,43.7474,Brute Force,Low,Firewall
3e23f902-68fb-4241-86af-dd24a33b796a,2026-03-01T08:21:15,46.167.112.180,Ukraine,Iran,48.4786,30.2569,30.9057,53.3149,Brute Force,Medium,IoT Device
87bd7ad6-da0d-4324-bad0-d2b6d68149ae,2026-03-01T05:54:09,105.81.71.100,Nigeria,Pakistan,9.4344,8.6809,30.8027,68.7409,XSS,Medium,Workstation
b2ab567f-be85-4655-8dc9-7b4b79d6c0c4,2026-03-01T03:52:06,31.224.84.85,Russia,Nigeria,62.2144,104.1447,7.6896,7.1172,Ransomware,High,Server
659da36c-fe38-455d-b7ae-76b01c422387,2026-03-01T03:20:40,5.243.1.60,Iran,Mexico,31.2873,53.4769,22.3519,-102.7214,Zero Day,High,Router
75160d64-5d2d-4f04-9c74-fd113afd00f1,2026-02-28T18:09:16,196.43.84.22,South Africa,Saudi Arabia,-29.9781,21.8422,25.7049,44.495,Phishing,Medium,Workstation
bccd9121-8907-4584-bec5-23a3b36907ce,2026-02-28T14:56:11,179.93.148.155,Mexico,Australia,24.456,-101.8206,-24.9368,134.5493,SQL Injection,High,Database
91abd4cd-62c9-4fab-b31a-cb843ede9929,2026-02-28T13:52:58,105.127.210.160,Nigeria,South Korea,8.6803,6.7882,35.0992,127.1948,Phishing,High,Workstation
2605d453-4f28-43e4-ad93-222f6c0dd323,2026-02-28T10:15:32,5.214.132.158,Iran,France,31.457,51.7995,45.9888,1.4034,Ransomware,High,Database
ae23d4fd-713f-4eec-b48e-8558a4c66dc7,2026-02-28T08:06:49,45.181.130.109,Mexico,South Korea,25.434,-103.2455,37.8903,128.6431,DDoS,High,Database
3d35f2d6-2c07-4d12-9c51-aea6919e4522,2026-02-28T06:21:46,14.133.213.174,Pakistan,Netherlands,30.7685,69.8379,51.7028,6.3558,SQL Injection,Critical,Firewall
24f4d4af-da99-4548-b392-6ce3de3769cc,2026-02-28T02:34:24,86.20.206.218,UK,North Korea,55.9294,-5.335,41.5616,129.4053,Brute Force,Low,Firewall
992eb76a-9ac4-4a95-84df-bb826e679fe0,2026-02-27T13:55:42,105.16.156.176,South Africa,Iran,-29.8766,23.0809,31.5152,54.5538,Zero Day,Critical,Mobile
2756419f-e0a7-454e-a1ce-484d71d1cb03,2026-02-27T12:54:14,213.34.72.183,France,Iran,47.6373,2.7508,32.4006,54.6203,Phishing,Medium,Workstation
efcd931b-a2ec-42e2-bfd1-4a8a197a4755,2026-02-27T11:18:12,41.38.111.174,Nigeria,France,7.2411,10.0326,46.7912,0.2362,Ransomware,Critical,Mobile
57fd57df-9f86-4ca0-9cc5-5519d1831b91,2026-02-27T04:39:47,46.164.7.141,Turkey,Australia,38.7884,34.438,-27.1323,135.2467,DDoS,High,Firewall
22e64f42-eeea-4eea-8712-8743915a2217,2026-02-27T02:00:20,14.117.112.115,Pakistan,Iran,28.6905,70.9747,33.2103,54.8949,XSS,Medium,Workstation
86bf2b45-504a-47e0-8ad4-d6368182acfd,2026-02-26T20:28:10,46.143.83.66,Israel,Turkey,30.9725,36.8176,37.9514,33.5705,XSS,Medium,Router
7f64817d-4a58-436a-a7c9-41d9c5358308,2026-02-26T16:43:47,80.98.193.74,Netherlands,Argentina,50.7127,4.0833,-40.3517,-61.9227,Ransomware,Critical,Mobile
0a7f7700-a387-41ad-b686-262ac253ed7c,2026-02-26T11:42:55,177.129.84.244,Argentina,France,-38.7099,-64.1538,46.6359,3.1966,SQL Injection,Critical,Mobile
59cc3654-6bb9-4b5f-9e3f-0b3de4472055,2026-02-26T09:00:27,49.180.92.129,Pakistan,Indonesia,31.9514,68.2606,-0.0418,113.6598,SQL Injection,High,Workstation
a12805e0-4cae-4b32-a450-356d1b2be272,2026-02-26T09:00:21,154.47.161.140,Nigeria,China,11.0224,7.5392,35.4935,103.4415,DDoS,High,Database
3e290021-9afd-4369-b34f-7aa8469394be,2026-02-26T08:11:19,5.224.94.20,Saudi Arabia,China,25.2359,45.6046,37.6762,105.0444,DDoS,Medium,IoT Device
04cd1beb-5269-40b9-8c8c-5b4e451af102,2026-02-26T07:05:17,27.151.142.179,Japan,Saudi Arabia,37.011,138.08,22.9516,45.7889,DDoS,High,Database
460c2b70-cfde-4128-a5f9-e23bda7e913c,2026-02-26T05:56:29,49.244.154.145,South Korea,China,34.9628,126.8089,33.8858,103.2691,Brute Force,Medium,Database
277e15ba-b0f2-4415-8ff7-d83c0e8ae48f,2026-02-25T21:13:24,98.211.252.57,USA,Saudi Arabia,39.0607,-93.9996,22.5142,46.0114,DDoS,High,Firewall
aa8acad5-6a26-40fe-a93c-05816bbfe2bc,2026-02-25T19:36:56,1.114.90.55,South Korea,Netherlands,34.3387,127.7434,52.215,5.2715,Zero Day,Critical,Firewall
05e4d9b7-2d12-4578-a59b-75d3cdbd6839,2026-02-25T14:28:03,177.122.20.101,Brazil,Netherlands,15.9431,-52.3105,51.2269,4.3261,Brute Force,Low,IoT Device
1715de4e-f6b8-449d-b791-926c8556c72f,2026-02-25T11:39:18,77.61.122.190,Saudi Arabia,China,22.4496,43.8412,35.025,104.0304,SQL Injection,High,Router
2e95aaf2-f401-4188-b073-eb4acbf070b1,2026-02-25T09:53:04,27.161.62.25,Japan,France,36.1843,138.3464,46.9782,0.298,SQL Injection,High,Router
b89eb05c-3519-41a1-a306-ce8cae3fa250,2026-02-25T08:22:11,194.93.254.129,Germany,South Africa,51.9678,10.4231,-29.9426,24.814,DDoS,High,Firewall
63ffcac0-869d-49e3-b557-6886f59b18ab,2026-02-25T04:46:24,45.32.52.32,Brazil,Netherlands,15.4628,-51.2034,52.5096,3.6744,DDoS,High,Workstation
f07dc961-e3c2-4b12-a35f-5435815c4bd1,2026-02-25T04:19:44,194.242.169.240,Germany,Netherlands,51.1045,9.764,52.3855,6.0763,Phishing,High,Workstation
b2363d0e-60ca-4b43-9184-fa2efcd9055d,2026-02-25T04:16:44,49.225.37.53,Japan,Canada,35.5158,139.8748,55.6269,-104.8404,Brute Force,Medium,Firewall
4da922b0-67fe-4cc7-8206-a9fcaa0a1b56,2026-02-24T20:24:02,49.201.175.104,Pakistan,Germany,30.4533,69.9984,52.6115,9.0483,Ransomware,High,Router
ea017e19-9dad-4ae7-93c2-ecb5dc50910c,2026-02-24T19:31:31,99.44.99.138,Canada,USA,56.296,-104.6292,36.3207,-94.4937,Brute Force,Low,Router
f51ab5e0-a2eb-46f2-b0dd-2751db7c21d8,2026-02-24T14:53:30,1.84.187.36,South Korea,Israel,35.4586,126.696,30.7337,34.706,DDoS,High,Router
5317f63e-bdb7-4828-b302-80ac205a11eb,2026-02-24T14:13:20,1.181.244.34,China,USA,35.2093,103.5886,36.3368,-97.1326,SQL Injection,High,Router
c9bc9e59-053b-40b8-a894-97a93dae8977,2026-02-24T12:34:23,196.207.121.75,Nigeria,Canada,9.2316,7.1335,54.7016,-105.8302,XSS,Medium,Mobile
9df5702c-d626-450d-8279-956bbd0de1d3,2026-02-24T11:46:49,99.121.236.40,Canada,Argentina,54.3834,-105.3377,-38.2885,-62.7765,Brute Force,Low,Router
710cadbe-40ff-4149-ae80-e54f55c4ce53,2026-02-24T10:46:34,14.224.171.6,Pakistan,Brazil,32.0437,70.3458,15.0857,-53.213,Brute Force,Low,Mobile
f59f01bd-b7e2-4cbe-bbbc-091d00609554,2026-02-23T22:43:19,80.208.194.118,Israel,Russia,31.7097,34.7179,63.2081,106.8495,DDoS,High,Workstation
432146fd-6be6-4a9a-bb08-7cb07a74a638,2026-02-23T20:08:38,80.194.169.163,Netherlands,North Korea,52.4281,7.1991,40.4898,129.4253,XSS,Low,Firewall
18465b7a-0ebd-4dcd-b809-6ad16b112eaa,2026-02-23T16:22:13,49.95.54.163,Pakistan,Russia,30.8255,70.4298,61.1883,107.298,Ransomware,Critical,Database
3697d525-c1a9-4c75-978b-0a5b297a522f,2026-02-23T15:19:13,210.169.73.43,North Korea,Israel,40.8507,125.8839,31.5255,34.648,Ransomware,High,Firewall
54411cbc-a383-4447-ae3e-beb317ece883,2026-02-23T09:41:39,14.161.120.91,India,Netherlands,18.641,77.1992,53.8288,5.2359,Phishing,Medium,Server
c756d5dd-5fce-4111-9d67-6d8143629798,2026-02-23T00:17:46,179.142.179.249,Mexico,France,21.6695,-101.2604,46.8981,3.6486,Zero Day,Critical,Mobile
4cd2bd0e-f81d-4b89-a9a0-1b4d21533b51,2026-02-22T18:44:37,58.231.51.89,Indonesia,Mexico,0.7954,112.8494,25.0951,-102.3852,XSS,Low,Firewall
159bc877-a219-42a3-b628-837aaad71ac6,2026-02-22T17:06:54,51.67.57.119,UK,Brazil,54.8705,-4.4067,14.2461,-52.0066,Brute Force,Low,Server
73431899-9bf2-4407-b0c6-216b032cfca0,2026-02-22T16:23:17,196.186.184.232,Nigeria,Canada,8.5353,10.0094,55.4842,-107.733,Brute Force,Medium,Router
0eb9ddaf-01ac-4677-a62d-793ab52a2c5a,2026-02-22T11:52:57,77.119.7.47,Saudi Arabia,Argentina,23.4259,43.2161,-39.5996,-65.4166,XSS,Low,Workstation
54aa8bc3-c2c8-4e31-8792-f85e867f38ca,2026-02-22T11:45:25,45.186.61.172,Argentina,Russia,-36.78,-64.9401,62.248,107.1093,SQL Injection,Critical,Firewall
273c1e36-2a7f-4b39-a14c-3bc4c87dbd0f,2026-02-22T10:04:38,85.101.232.37,Germany,UK,50.0127,9.685,56.2994,-4.1223,Brute Force,Low,Mobile
ec25cde9-a320-4f1d-8528-800507e37fe4,2026-02-22T04:02:15,77.67.86.114,Saudi Arabia,Ukraine,24.6281,44.1758,46.7939,29.1845,Zero Day,Critical,Firewall
9427a4c8-0676-4de1-8456-5a55ab68395f,2026-02-21T22:27:24,51.202.180.231,UK,Canada,54.0067,-2.4095,57.3174,-106.7382,SQL Injection,Critical,IoT Device
d1c7d979-26ac-48c8-9cb9-acdf1e4e8c3b,2026-02-21T20:53:52,1.240.204.66,China,Germany,36.7768,102.9562,51.9086,11.4955,DDoS,High,Mobile
7d7ebadc-746a-4e0e-a644-45abdd8f3ebf,2026-02-21T15:16:32,104.109.226.216,USA,Argentina,39.0829,-97.6124,-38.3439,-62.9562,Ransomware,High,Router
8d1ea385-e3b8-49a5-b28d-4aba7f1a7b21,2026-02-21T11:56:51,77.100.93.50,Saudi Arabia,UK,25.2217,43.7107,55.9406,-3.5967,SQL Injection,Critical,Database
c1fc9c0e-3ad5-40e7-baf6-7b51ddcad884,2026-02-21T09:48:57,5.42.226.187,Ukraine,UK,47.2389,31.2156,54.7313,-3.574,DDoS,High,Server
82ee0f97-554d-4896-8ae8-d26700c7ebd7,2026-02-21T09:39:14,143.248.200.34,Brazil,Russia,16.229,-51.2267,61.2671,106.8339,SQL Injection,Critical,Database
37d6dfd1-6d38-40d3-99f4-91dc55b59304,2026-02-21T05:31:35,98.158.55.184,USA,Nigeria,38.3603,-95.3915,8.8952,8.5078,Brute Force,Medium,Workstation
722d1ed0-3661-4c2a-b739-7f7833f2a450,2026-02-21T03:04:03,46.163.242.141,Saudi Arabia,Turkey,23.9705,45.47,37.4181,34.9896,XSS,Medium,Workstation
f7cf0bc7-8fb2-4eb0-99b1-b96ce1c7e5c7,2026-02-21T02:40:50,77.139.132.80,Turkey,Australia,38.2021,34.9359,-23.2852,134.6373,XSS,Medium,Server
eb4fcfac-0b37-4fb0-8bb8-581244a41b3f,2026-02-21T01:39:00,77.13.111.251,Israel,Nigeria,29.1523,36.3444,10.6515,9.818,Brute Force,Low,Firewall
e41b6dc5-8d4a-4d47-bd50-9dfbf8bb57cd,2026-02-21T00:16:47,77.135.181.133,Ukraine,India,48.5303,32.1921,18.626,77.4148,Zero Day,Critical,Database
1b1ab601-ab0f-48df-9afd-b3e5089a9225,2026-02-20T23:35:46,179.29.3.113,Argentina,Pakistan,-37.3161,-65.3899,30.1031,70.6678,DDoS,High,IoT Device
e6f3f1ef-894f-4d7d-8de8-27795f97f169,2026-02-20T20:09:31,31.74.157.151,Russia,Iran,62.8508,106.2451,32.3549,52.8941,DDoS,Medium,Firewall
f3b28a56-fa2c-4a2e-a311-dbdbb3452d2b,2026-02-20T18:00:55,179.45.152.73,Argentina,Iran,-38.505,-65.115,33.9013,52.6734,Ransomware,High,Firewall
075b21ac-3dd8-474e-b4e0-a156500195aa,2026-02-20T11:58:51,179.213.69.211,Brazil,Nigeria,12.4877,-50.7633,9.805,7.7228,XSS,Medium,Database
245f193e-99be-46e2-8fcc-47936ff1398f,2026-02-20T08:01:37,5.59.196.221,Ukraine,China,46.6431,30.7436,34.854,104.8928,Zero Day,Critical,Mobile
0dafc80b-1692-43c8-868e-2b3f4b0ede98,2026-02-20T06:57:26,27.141.109.67,India,South Korea,19.2232,76.9708,35.2787,126.7601,SQL Injection,High,Database
2940e4d1-31e0-4645-ad66-88d232aa3228,2026-02-20T05:01:31,31.248.120.239,Russia,Argentina,62.243,106.42,-37.3254,-63.6109,SQL Injection,High,Server
b3b39775-9609-4a84-873f-034903d1ff71,2026-02-20T01:58:08,80.199.215.162,Netherlands,Mexico,51.7661,4.3715,22.6787,-101.5569,Ransomware,High,Workstation
326ebf58-5781-4f7c-b0cb-f1700e51820f,2026-02-19T23:39:57,196.152.6.110,Nigeria,Pakistan,10.2152,9.0542,28.7173,69.8857,Brute Force,Low,Router
f3fe0437-4980-4b01-9a6f-8bf3fc470314,2026-02-19T23:07:57,59.116.54.90,India,South Africa,19.4919,77.7593,-29.7602,22.874,DDoS,Medium,IoT Device
26a58fb3-ee23-4c47-ab45-c024319ce7e9,2026-02-19T21:43:54,80.6.171.22,Germany,Japan,52.3334,11.5869,35.1397,137.4984,DDoS,Medium,Workstation
db99d0b1-4b80-4b9d-bab4-0d3f9bf4d6b6,2026-02-19T13:52:13,72.218.133.172,USA,Russia,37.1761,-93.7794,60.4211,104.1591,Brute Force,Medium,IoT Device
753f04d0-3ff6-4ad7-aea8-2b4ca839398f,2026-02-19T10:30:53,46.136.116.120,Ukraine,Russia,46.8581,33.1528,59.7148,104.0063,Ransomware,High,Mobile
37d68e9a-9754-45df-8255-ae8490b0e43d,2026-02-19T09:04:47,31.223.116.156,Ukraine,UK,47.5421,29.8784,57.127,-1.7359,Brute Force,Low,Server
eebf6130-6c1f-4ce3-9210-2accfb2e723f,2026-02-19T06:22:24,77.235.11.97,Turkey,Nigeria,39.0823,34.7192,8.0659,8.1336,Zero Day,High,Workstation
b4d527fd-78f4-4322-bea6-5323cd60984e,2026-02-19T01:31:38,58.49.124.176,Australia,Mexico,-24.7931,132.461,24.3119,-103.8738,XSS,Medium,Mobile
e37b844e-4fae-4d81-89d8-fb8a8093c6a5,2026-02-19T01:16:19,80.42.122.137,Israel,Netherlands,29.9074,34.1194,52.972,7.121,Ransomware,High,Database
43f7d1a7-caf4-4859-9697-d791cfdc3e3c,2026-02-19T00:10:42,1.223.137.248,South Korea,Russia,37.0016,128.4203,62.0403,106.2681,DDoS,High,Mobile
ba49b7d5-be1f-4287-8790-7e3de681d801,2026-02-18T23:42:26,49.173.14.7,Pakistan,Turkey,30.3559,68.85,37.0252,33.7313,SQL Injection,High,IoT Device
8589ef68-dfab-4248-950a-551112dccd83,2026-02-18T21:34:22,45.197.192.121,Argentina,Netherlands,-38.7884,-63.7948,53.1231,5.3719,Phishing,High,Database
2fa9493c-b1ae-4a63-9af5-3b0fbc552b93,2026-02-18T21:29:58,49.147.61.131,South Korea,Germany,34.5357,126.5448,50.2463,8.6853,Brute Force,Low,Mobile
4656cbfa-a1fc-4d03-932f-fa51b93a071e,2026-02-18T14:07:19,77.117.81.128,Saudi Arabia,USA,25.3727,45.6755,37.5027,-96.0669,Phishing,High,Server
8e50c023-2b16-4077-b7bc-1bd34d1d2e2a,2026-02-18T11:53:37,31.17.60.112,Ukraine,Nigeria,47.2998,32.2638,8.7722,9.1236,Brute Force,Medium,Mobile
